Identifiant_Accident,Vitesse_Maximale_Autorisee,jour,mois,Annee,Luminosite,Departement,Commune,Agglomeration,Connition_Atmospheriques,adresse,Latitude,Longitude
202100011052,90,24,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17012,97101,Hors aglomeration,Normale,RN1 ROCADE DE CHAUVEL,16.2393432169,-61.5220752438
202100011061,50,25,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12735,83069,En aglomeration,Normale,MARINE (BOULEVARD DE LA),43.0972,6.16765
202100011150,110,26,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12701,49167,Hors aglomeration,Brouillard ou fumee,RD 748,47.381781,-0.477546
202100011150,110,26,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12701,49167,Hors aglomeration,Brouillard ou fumee,RD 748,47.381781,-0.477546
202100011156,80,26,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12722,70116,Hors aglomeration,Temps couvert,pk 007+030 rd 16,47.622819,6.722753
202100011162,80,26,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12688,36010,Hors aglomeration,Pluie legere,,46.8511774183,1.0567633162
202100011167,70,25,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12675,24565,Hors aglomeration,Pluie legere,Le grand moulin RD 75,45.589357,0.5189
202100011178,30,26,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12711,59228,En aglomeration,Pluie legere,64 Rue de Goeulzin,50.324263,3.079852
202100011200,50,24,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12721,69029,En aglomeration,Normale,CHRISTIAN LACOUTURE (R),45.75008,4.91145
202100011259,50,24,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12732,80065,En aglomeration,Normale,17 Rue d Hamel,50.077549,2.682434
202100011265,80,23,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12711,59462,Hors aglomeration,Normale,CD925,50.531462,3.013945
202100011268,80,25,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12709,57497,Hors aglomeration,Temps eblouissant,D29,48.977161,6.858602
202100011281,90,25,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12643,03162,Hors aglomeration,Brouillard ou fumee,RD 53 PK 52+400,46.574129,3.224659
202100011284,80,24,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12722,70356,Hors aglomeration,Normale,D3,47.379871,5.933454
202100011294,70,21,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12690,38048,En aglomeration,Normale,cd36,45.600325,5.125337
202100011300,60,21,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q30971,98729,En aglomeration,Pluie forte,pk 21,-17.533189,-149.838611
202100011302,50,22,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17012,97128,En aglomeration,Normale,Rue AbbÃ© GrÃ©goire,16.2267207698,-61.3830265403
202100011303,70,25,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12681,29234,Hors aglomeration,Normale,Lieu Dit Kerfleury,47.844083,-3.50215
202100011304,80,22,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12729,77264,Hors aglomeration,Normale,D402,48.703622,2.920732
202100011318,50,24,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12679,27118,En aglomeration,Normale,Rue des Collets,49.113407,1.112881
202100011356,50,23,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12721,69384,En aglomeration,Normale,JOSEPH GILLET (Q),45.78648,4.81671
202100011362,50,23,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12743,91434,En aglomeration,Normale,JEAN RAYNAL (RUE),48.65973,2.34235
202100011376,70,22,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12711,59392,En aglomeration,Normale,CHARLES DE GAULLE (BOULEVARD),50.27952,3.98147
202100011437,50,22,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12745,93066,Hors aglomeration,Temps couvert,WILSON (AVENUE DU PRESIDENT),48.9238,2.35669
202100011443,90,24,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12689,37276,Hors aglomeration,Normale,D910,47.567159,0.887339
202100011460,50,24,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12713,61345,En aglomeration,Normale,Rue Marcel Louvel,48.432279,0.775411
202100011468,90,24,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12643,03320,Hors aglomeration,Normale,route dÃ©partementale 953,46.563681,2.981447
202100011471,50,24,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12722,70427,En aglomeration,Normale,13 grande rue,47.749635,6.00097
202100011474,-1,24,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12724,72122,Hors aglomeration,Normale,Route dÃ©partementale 29,48.07438,0.560946
202100011492,80,23,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12671,2B034,Hors aglomeration,Normale,RT 30 - Capicciolo,42.640668,9.000823
202100011498,80,24,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12738,86220,Hors aglomeration,Normale,D1,46.098987,0.268693
202100011500,70,23,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12685,33422,Hors aglomeration,Normale,D211e2,44.820758,-0.755835
202100011523,30,29,https://www.wikidata.org/wiki/Q114,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12727,75117,En aglomeration,Normale,RUE GUY MOQUET,48.891708,2.321219
202100011613,70,22,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12677,25056,Hors aglomeration,Normale,OUEST BOULEVARD,47.212244,5.99029
202100011697,90,22,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12660,12185,Hors aglomeration,Normale,D911,44.273668,2.727227
202100011699,90,21,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12693,41059,Hors aglomeration,Normale,route de Seur,47.496778,1.336491
202100011719,90,22,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q37633,97304,Hors aglomeration,Normale,RN1-PK 55+800,5.121037,-52.741241
202100011719,90,22,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q37633,97304,Hors aglomeration,Normale,RN1-PK 55+800,5.121037,-52.741241
202100011737,130,4,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12711,59588,Hors aglomeration,Normale,AUTOROUTE A16,51.0262356046,2.4222484823
202100011762,50,20,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q17075,97611,En aglomeration,Normale,kaweni-Kaweni nord ( Z I ),-12.75863,45.23096
202100011795,50,21,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12717,65440,En aglomeration,Normale,VERDUN (PLACE DE),43.233604,0.074303
202100011845,30,21,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12727,75118,En aglomeration,Pluie forte,BOULEVARD DE CLICHY,48.883182,2.335058
202100011873,50,20,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12745,93029,En aglomeration,Normale,JEAN JAURES (AVENUE) NÂ°,48.9218859126,2.4466942979
202100011886,50,22,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12695,43040,En aglomeration,Normale,52 Avenue dâAuvergne,45.30362,3.37827
202100011887,80,22,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12680,28198,Hors aglomeration,Normale,D927,48.080538,1.411947
202100011905,80,22,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12723,71070,Hors aglomeration,Normale,D977,46.711332,4.734378
202100011912,80,21,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12660,12161,Hors aglomeration,Normale,Mouret,44.530917,2.53237
202100011935,50,22,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12731,79270,En aglomeration,Normale,Avenue de Blossac,46.415768,-0.198392
202100011963,80,29,https://www.wikidata.org/wiki/Q114,2021,Plein jour,https://www.wikidata.org/wiki/Q12726,74080,Hors aglomeration,Normale,Rte du Col des Aravis,45.875187,6.454178
202100011984,50,17,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12682,30351,En aglomeration,Normale,GENERAL LECLERC AVENUE DU,43.9577,4.7819
202100012012,50,20,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12711,59512,En aglomeration,Pluie legere,METZ (BOULEVARD DE),50.702744,3.182172
202100012080,50,21,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q17075,97610,En aglomeration,Normale,RN 1 LONGONI,-12.730788,45.162263
202100012096,80,21,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12696,44063,Hors aglomeration,Normale,Maupay,47.067107,-1.200793
202100012101,80,20,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12716,64141,Hors aglomeration,Normale,3171 route de Bordeaux,43.546658,-0.291728
202100012104,110,21,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12680,28405,Hors aglomeration,Normale,RN 12 intersection RD 311-4,48.743526,1.291001
202100012108,80,21,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12696,44180,Hors aglomeration,Temps couvert,"Lieu dit MondÃ©sir, Le Pin , D163 PR 007.200",47.526226,-1.172791
202100012108,80,21,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12696,44180,Hors aglomeration,Temps couvert,"Lieu dit MondÃ©sir, Le Pin , D163 PR 007.200",47.526226,-1.172791
202100012125,80,19,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12738,86274,Hors aglomeration,Normale,Route de RoiffÃ©,47.089167,0.028857
202100012151,50,14,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12648,06104,En aglomeration,Normale,HUGO (RUE VICTOR),43.76588,7.483645
202100012152,50,14,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12715,63113,En aglomeration,Normale,TORPILLEUR SIROCCO (RUE DU),45.81116,3.1073
202100012163,30,28,https://www.wikidata.org/wiki/Q114,2021,Plein jour,https://www.wikidata.org/wiki/Q12727,75112,En aglomeration,Normale,RUE DE DIJON,48.835703,2.386081
202100012291,50,19,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12726,74019,Hors aglomeration,Normale,Route du Barioz,45.943085,6.137742
202100012297,80,20,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12708,56165,Hors aglomeration,Pluie legere,La Croix Adeline,47.958117,-2.390315
202100012298,30,20,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12708,56165,En aglomeration,Pluie legere,21 rue de la gare,47.93265,-2.401213
202100012335,80,20,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12685,33442,Hors aglomeration,Normale,,45.0386115357,-0.2091508951
202100012336,50,19,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12685,33243,En aglomeration,Temps eblouissant,Av Anciens Combattants En Afn,44.915351,-0.234645
202100012413,80,18,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12723,71445,Hors aglomeration,Brouillard ou fumee,PONT DE BOURGOGNE (AVENUE DU),46.78239,4.873
202100012428,50,18,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12716,64483,En aglomeration,Normale,PASSICOT JEAN MARTIN (BD DU COMMANDANT),43.38598,-1.66213
202100012458,50,17,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12672,21231,En aglomeration,Normale,MARECHAL GALLIENI (BOULEVARD),47.33974,5.0398
202100012473,50,29,https://www.wikidata.org/wiki/Q114,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12727,75116,En aglomeration,Normale,VOIE GEORGES POMPIDOU,48.840206,2.267982
202100012476,30,16,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12727,75110,En aglomeration,Normale,RUE DU FAUBOURG SAINT MARTIN,48.873773,2.358316
202100012510,80,18,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12704,52538,Hors aglomeration,Normale,RD143,47.986192,5.191302
202100012512,50,17,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12648,06161,En aglomeration,Normale,Avenue des Plans,43.649587,7.131772
202100012525,-1,19,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12732,80606,En aglomeration,Normale,Avenue Francois Mitterrand,49.958475,1.773603
202100012526,80,19,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12734,82155,Hors aglomeration,Normale,D926,44.192959,1.679878
202100012531,80,17,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12713,61232,Hors aglomeration,Normale,La Menardiere Nord,48.64461,-0.665628
202100012536,80,19,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12690,38015,Hors aglomeration,Normale,Route de Roche,45.53752,5.161203
202100012542,90,19,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12724,72137,Hors aglomeration,Brouillard ou fumee,Route de Mamers (La Fresnaye-sur-ChÃ©douet),48.409228,0.167676
202100012544,70,19,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12648,06059,Hors aglomeration,Normale,M6007,43.727026,7.350326
202100012550,80,17,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12651,07073,Hors aglomeration,Normale,RD 534,45.008157,4.631531
202100012559,70,17,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q31057,98613,En aglomeration,Normale,Tepa,-13.300022,-176.217137
202100012569,80,19,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12741,89083,Hors aglomeration,Normale,D31,47.841563,3.495755
202100012579,50,17,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12678,26085,En aglomeration,Normale, 37 Avenue de Montelimar,44.489556,4.719588
202100012579,50,17,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12678,26085,En aglomeration,Normale, 37 Avenue de Montelimar,44.489556,4.719588
202100012582,80,17,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12737,85009,Hors aglomeration,Normale,Route de Chaix,46.436423,-0.866482
202100012610,110,15,https://www.wikidata.org/wiki/Q114,2021,Plein jour,https://www.wikidata.org/wiki/Q12726,74006,Hors aglomeration,Pluie forte,A41,45.985095,6.128585
202100012611,50,15,https://www.wikidata.org/wiki/Q113,2021,Plein jour,https://www.wikidata.org/wiki/Q12726,74278,En aglomeration,Normale,Av des Iles,46.083523,6.523846
202100012696,-1,14,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12699,47060,Hors aglomeration,Brouillard ou fumee,Route de Saint Sixte,44.116958,0.740987
202100012717,50,14,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12713,61294,En aglomeration,Temps eblouissant,33 Grande Rue,48.639761,0.077414
202100012718,80,16,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12701,49373,Hors aglomeration,Normale,Le Plessis Tremont,47.15468,-0.4579737
202100012724,50,16,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12681,29023,En aglomeration,Normale,Route de la Grande GrÃªve,48.66044,-3.923955
202100012725,80,18,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12683,31143,Hors aglomeration,Normale,D8,43.068182,0.613099
202100012729,70,18,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12706,54369,Hors aglomeration,Normale,D40,48.8032455333,6.1161446566
202100012747,130,24,https://www.wikidata.org/wiki/Q116,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12736,84087,Hors aglomeration,Normale,A7 PK 171+500,44.111624,4.829586
202100012751,110,18,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q33785,98803,Hors aglomeration,Pluie forte,RT1,-21.477311,165.362391
202100012765,80,17,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12715,63204,Hors aglomeration,Normale,RD 54,45.826792,3.199017
202100012814,80,16,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12747,95277,Hors aglomeration,Temps couvert,EUROPE (ROUTE DE L'),48.986851,2.478541
202100012850,80,16,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12678,26362,Hors aglomeration,Normale,Chemin de Porte Maure,44.895315,4.910972
202100012905,80,15,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12673,22065,Hors aglomeration,Normale,Kerneun,48.59904,-3.037087
202100012908,30,15,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12701,49343,En aglomeration,Normale,48 Avenue Georges ClÃ©menceau,47.005984,-0.85254
202100012909,110,15,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17070,97404,Hors aglomeration,Normale,RN 1,-21.261275,55.336853
202100012910,130,16,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12704,52014,Hors aglomeration,Normale,Auroute A 31,47.782351,5.218163
202100012937,80,16,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44062,Hors aglomeration,Normale,Rue du Haut Luc - LES ROTYS,47.541491,-1.7443
